Date,Open,High,Low,Close*,Adj Close**,Volume
29-Jun-20,"3,018.59","3,165.81","2,999.74","3,130.01","3,130.01","17,793,010,000"
22-Jun-20,"3,094.42","3,154.90","3,004.63","3,009.05","3,009.05","27,870,950,000"
15-Jun-20,"2,993.76","3,155.53","2,965.66","3,097.74","3,097.74","28,876,100,000"
8-Jun-20,"3,199.92","3,233.13","2,984.47","3,041.31","3,041.31","34,241,980,000"
1-Jun-20,"3,038.78","3,211.72","3,031.54","3,193.93","3,193.93","30,895,920,000"
25-May-20,"3,004.08","3,068.67","2,969.75","3,044.31","3,044.31","24,886,040,000"
18-May-20,"2,913.86","2,980.29","2,913.86","2,955.45","2,955.45","25,246,330,000"
11-May-20,"2,915.46","2,945.82","2,766.64","2,863.70","2,863.70","27,177,120,000"
4-May-20,"2,815.01","2,932.16","2,797.85","2,929.80","2,929.80","24,736,450,000"
27-Apr-20,"2,854.65","2,954.86","2,821.61","2,830.71","2,830.71","28,763,560,000"
20-Apr-20,"2,845.62","2,868.98","2,727.10","2,836.74","2,836.74","26,476,650,000"
13-Apr-20,"2,782.46","2,879.22","2,721.17","2,874.56","2,874.56","27,017,230,000"
6-Apr-20,"2,578.28","2,818.57","2,574.57","2,789.82","2,789.82","27,169,090,000"
30-Mar-20,"2,558.98","2,641.39","2,447.49","2,488.65","2,488.65","30,804,590,000"
23-Mar-20,"2,290.71","2,637.01","2,191.86","2,541.47","2,541.47","37,182,690,000"
16-Mar-20,"2,508.59","2,562.98","2,280.52","2,304.92","2,304.92","41,887,220,000"
9-Mar-20,"2,863.89","2,882.59","2,478.86","2,711.02","2,711.02","40,521,170,000"
2-Mar-20,"2,974.28","3,136.72","2,901.54","2,972.37","2,972.37","29,895,510,000"
24-Feb-20,"3,257.61","3,259.81","2,855.84","2,954.22","2,954.22","31,535,270,000"
17-Feb-20,"3,369.04","3,393.52","3,328.45","3,337.75","3,337.75","15,253,460,000"
10-Feb-20,"3,318.28","3,385.09","3,317.77","3,380.16","3,380.16","18,033,560,000"
3-Feb-20,"3,235.66","3,347.96","3,235.66","3,327.71","3,327.71","19,469,980,000"
27-Jan-20,"3,247.16","3,293.47","3,214.68","3,225.52","3,225.52","19,249,400,000"
20-Jan-20,"3,321.03","3,337.77","3,281.53","3,295.47","3,295.47","15,197,180,000"
13-Jan-20,"3,271.13","3,329.88","3,268.43","3,329.62","3,329.62","18,071,600,000"
6-Jan-20,"3,217.55","3,282.99","3,214.64","3,265.35","3,265.35","17,666,700,000"
30-Dec-19,"3,240.09","3,258.14","3,212.03","3,234.85","3,234.85","12,826,640,000"
23-Dec-19,"3,226.05","3,247.93","3,220.51","3,240.02","3,240.02","8,946,500,000"
16-Dec-19,"3,183.63","3,225.65","3,183.63","3,221.22","3,221.22","22,078,130,000"
9-Dec-19,"3,141.86","3,182.68","3,126.09","3,168.80","3,168.80","17,669,880,000"
2-Dec-19,"3,143.85","3,150.60","3,070.33","3,145.91","3,145.91","17,452,390,000"
25-Nov-19,"3,117.44","3,154.26","3,117.44","3,140.98","3,140.98","12,883,230,000"
18-Nov-19,"3,117.91","3,127.64","3,091.41","3,110.29","3,110.29","18,008,990,000"
11-Nov-19,"3,080.33","3,120.46","3,075.82","3,120.46","3,120.46","16,622,540,000"
4-Nov-19,"3,078.96","3,097.77","3,065.89","3,093.08","3,093.08","20,734,960,000"
28-Oct-19,"3,032.12","3,066.95","3,023.19","3,066.91","3,066.91","18,956,670,000"
21-Oct-19,"2,996.48","3,027.39","2,991.21","3,022.55","3,022.55","17,251,350,000"
14-Oct-19,"2,965.81","3,008.29","2,962.94","2,986.20","2,986.20","15,500,580,000"
7-Oct-19,"2,944.23","2,993.28","2,892.66","2,970.27","2,970.27","15,821,120,000"
30-Sep-19,"2,967.07","2,992.53","2,855.94","2,952.01","2,952.01","17,212,640,000"
23-Sep-19,"2,983.50","3,007.98","2,945.53","2,961.79","2,961.79","16,694,510,000"
16-Sep-19,"2,996.41","3,021.99","2,978.57","2,992.07","2,992.07","20,728,050,000"
9-Sep-19,"2,988.43","3,020.74","2,957.01","3,007.39","3,007.39","19,633,130,000"
2-Sep-19,"2,909.01","2,985.86","2,891.85","2,978.71","2,978.71","13,689,030,000"
26-Aug-19,"2,866.70","2,940.43","2,853.05","2,926.46","2,926.46","15,673,290,000"
19-Aug-19,"2,913.48","2,939.08","2,834.97","2,847.11","2,847.11","16,118,550,000"
12-Aug-19,"2,907.07","2,943.31","2,825.51","2,888.68","2,888.68","18,553,910,000"
5-Aug-19,"2,898.07","2,938.72","2,822.12","2,918.65","2,918.65","20,616,730,000"
29-Jul-19,"3,024.47","3,025.61","2,914.11","2,932.05","2,932.05","20,098,430,000"
22-Jul-19,"2,981.93","3,027.98","2,976.65","3,025.86","3,025.86","16,649,220,000"
15-Jul-19,"3,017.80","3,017.80","2,973.09","2,976.61","2,976.61","15,904,160,000"
8-Jul-19,"2,979.77","3,013.92","2,963.44","3,013.77","3,013.77","15,216,580,000"
1-Jul-19,"2,971.41","2,995.84","2,952.22","2,990.41","2,990.41","11,118,040,000"
24-Jun-19,"2,951.42","2,954.92","2,912.99","2,941.76","2,941.76","18,736,050,000"
17-Jun-19,"2,889.75","2,964.15","2,887.30","2,950.46","2,950.46","18,441,710,000"
10-Jun-19,"2,885.83","2,910.61","2,874.68","2,886.98","2,886.98","15,783,900,000"
3-Jun-19,"2,751.53","2,884.97","2,728.81","2,873.34","2,873.34","17,942,620,000"
27-May-19,"2,830.03","2,840.51","2,750.52","2,752.06","2,752.06","15,076,270,000"
20-May-19,"2,841.94","2,868.88","2,805.49","2,826.06","2,826.06","16,479,450,000"
13-May-19,"2,840.19","2,892.15","2,801.43","2,859.53","2,859.53","16,938,710,000"
6-May-19,"2,908.89","2,937.32","2,825.39","2,881.40","2,881.40","17,602,830,000"
29-Apr-19,"2,940.58","2,954.13","2,900.50","2,945.64","2,945.64","17,800,970,000"
22-Apr-19,"2,898.78","2,939.88","2,896.35","2,939.88","2,939.88","16,755,720,000"
15-Apr-19,"2,908.32","2,918.00","2,891.90","2,905.03","2,905.03","13,599,690,000"
8-Apr-19,"2,888.46","2,910.54","2,873.33","2,907.41","2,907.41","15,751,420,000"
1-Apr-19,"2,848.63","2,893.24","2,848.63","2,892.74","2,892.74","16,459,900,000"
25-Mar-19,"2,796.01","2,836.03","2,785.02","2,834.40","2,834.40","16,914,430,000"
18-Mar-19,"2,822.61","2,860.31","2,800.47","2,800.71","2,800.71","18,727,610,000"
11-Mar-19,"2,747.61","2,830.73","2,747.61","2,822.48","2,822.48","20,361,870,000"
4-Mar-19,"2,814.37","2,816.88","2,722.27","2,743.07","2,743.07","18,620,090,000"
25-Feb-19,"2,804.35","2,813.49","2,775.13","2,803.69","2,803.69","19,586,400,000"
18-Feb-19,"2,769.28","2,794.20","2,764.55","2,792.67","2,792.67","14,356,680,000"
11-Feb-19,"2,712.40","2,775.66","2,703.79","2,775.60","2,775.60","18,338,580,000"
4-Feb-19,"2,706.49","2,738.98","2,681.83","2,707.88","2,707.88","18,114,780,000"
28-Jan-19,"2,644.97","2,716.66","2,624.06","2,706.53","2,706.53","19,661,740,000"
21-Jan-19,"2,657.88","2,672.38","2,612.86","2,664.76","2,664.76","14,490,970,000"
14-Jan-19,"2,580.31","2,675.47","2,570.41","2,670.71","2,670.71","18,859,550,000"
7-Jan-19,"2,535.61","2,597.82","2,524.56","2,596.26","2,596.26","19,379,210,000"
31-Dec-18,"2,498.94","2,538.07","2,443.96","2,531.94","2,531.94","15,212,300,000"
24-Dec-18,"2,400.56","2,520.27","2,346.58","2,485.74","2,485.74","14,647,150,000"
17-Dec-18,"2,590.75","2,601.13","2,408.55","2,416.62","2,416.62","27,409,960,000"
10-Dec-18,"2,630.86","2,685.44","2,583.23","2,599.95","2,599.95","19,978,530,000"
3-Dec-18,"2,790.50","2,800.18","2,621.53","2,633.08","2,633.08","18,044,060,000"
26-Nov-18,"2,649.97","2,760.88","2,649.97","2,760.17","2,760.17","19,100,190,000"
19-Nov-18,"2,730.74","2,733.16","2,631.09","2,632.56","2,632.56","13,016,000,000"
12-Nov-18,"2,773.93","2,775.99","2,670.75","2,736.27","2,736.27","20,319,060,000"
5-Nov-18,"2,726.37","2,815.15","2,717.94","2,781.01","2,781.01","18,698,510,000"
29-Oct-18,"2,682.65","2,756.55","2,603.54","2,723.06","2,723.06","23,838,850,000"
22-Oct-18,"2,773.94","2,778.94","2,628.16","2,658.69","2,658.69","21,802,950,000"
15-Oct-18,"2,763.83","2,816.94","2,749.03","2,767.78","2,767.78","17,233,120,000"
8-Oct-18,"2,877.53","2,894.83","2,710.51","2,767.13","2,767.13","20,208,740,000"
1-Oct-18,"2,926.29","2,939.86","2,869.29","2,885.57","2,885.57","17,190,620,000"
24-Sep-18,"2,921.83","2,931.15","2,903.28","2,913.98","2,913.98","16,539,460,000"
17-Sep-18,"2,903.83","2,940.91","2,886.16","2,929.67","2,929.67","18,247,730,000"
10-Sep-18,"2,881.39","2,908.30","2,866.78","2,904.98","2,904.98","15,300,720,000"
3-Sep-18,"2,896.96","2,900.18","2,864.12","2,871.68","2,871.68","12,404,170,000"
27-Aug-18,"2,884.69","2,916.50","2,884.69","2,901.52","2,901.52","14,011,570,000"
20-Aug-18,"2,853.93","2,876.16","2,850.62","2,874.69","2,874.69","13,894,820,000"
13-Aug-18,"2,835.46","2,855.63","2,802.49","2,850.13","2,850.13","16,024,470,000"
6-Aug-18,"2,840.29","2,863.43","2,825.81","2,833.28","2,833.28","15,312,600,000"
30-Jul-18,"2,819.00","2,840.38","2,796.34","2,840.35","2,840.35","17,132,630,000"
23-Jul-18,"2,799.17","2,848.03","2,795.14","2,818.82","2,818.82","16,947,010,000"
16-Jul-18,"2,797.36","2,816.76","2,789.24","2,801.83","2,801.83","15,449,650,000"
9-Jul-18,"2,775.62","2,804.53","2,770.73","2,801.31","2,801.31","14,514,320,000"
2-Jul-18,"2,704.95","2,764.41","2,698.95","2,759.82","2,759.82","10,493,320,000"
25-Jun-18,"2,742.94","2,746.09","2,691.99","2,718.37","2,718.37","17,980,020,000"
18-Jun-18,"2,765.79","2,774.99","2,743.19","2,754.88","2,754.88","19,026,830,000"
11-Jun-18,"2,780.18","2,791.47","2,761.73","2,779.66","2,779.66","19,368,250,000"
4-Jun-18,"2,741.67","2,779.90","2,739.51","2,779.03","2,779.03","17,380,480,000"
28-May-18,"2,705.11","2,736.93","2,676.81","2,734.62","2,734.62","15,217,440,000"
21-May-18,"2,735.39","2,742.24","2,707.38","2,721.33","2,721.33","15,963,780,000"
14-May-18,"2,738.47","2,742.10","2,701.91","2,712.97","2,712.97","16,310,100,000"
7-May-18,"2,680.34","2,732.86","2,655.20","2,727.72","2,727.72","17,060,780,000"
30-Apr-18,"2,682.51","2,682.87","2,594.62","2,663.42","2,663.42","18,483,840,000"
23-Apr-18,"2,675.40","2,683.55","2,612.67","2,669.91","2,669.91","17,108,410,000"
16-Apr-18,"2,670.10","2,717.49","2,660.61","2,670.14","2,670.14","16,375,430,000"
9-Apr-18,"2,617.18","2,680.26","2,610.79","2,656.30","2,656.30","15,609,880,000"
2-Apr-18,"2,633.45","2,672.08","2,553.80","2,604.47","2,604.47","16,820,340,000"
26-Mar-18,"2,619.35","2,674.78","2,593.06","2,640.87","2,640.87","14,647,940,000"
19-Mar-18,"2,741.38","2,741.38","2,585.89","2,588.26","2,588.26","17,533,550,000"
12-Mar-18,"2,790.54","2,801.90","2,741.47","2,752.01","2,752.01","18,750,700,000"
5-Mar-18,"2,681.06","2,786.57","2,675.75","2,786.57","2,786.57","17,051,190,000"
26-Feb-18,"2,757.37","2,789.15","2,647.32","2,691.25","2,691.25","19,786,810,000"
19-Feb-18,"2,722.99","2,747.76","2,697.77","2,747.30","2,747.30","14,297,470,000"
12-Feb-18,"2,636.75","2,754.42","2,622.45","2,732.22","2,732.22","18,854,770,000"
5-Feb-18,"2,741.06","2,763.39","2,532.69","2,619.55","2,619.55","26,787,200,000"
29-Jan-18,"2,867.23","2,870.62","2,759.97","2,762.13","2,762.13","20,065,340,000"
22-Jan-18,"2,809.16","2,872.87","2,808.12","2,872.87","2,872.87","18,283,880,000"
15-Jan-18,"2,798.96","2,810.33","2,768.64","2,810.30","2,810.30","15,424,920,000"
8-Jan-18,"2,742.67","2,787.85","2,736.06","2,786.24","2,786.24","17,487,770,000"
1-Jan-18,"2,683.73","2,743.45","2,682.36","2,743.15","2,743.15","13,837,790,000"
25-Dec-17,"2,679.09","2,692.12","2,673.61","2,673.61","2,673.61","8,767,680,000"
18-Dec-17,"2,685.92","2,694.97","2,676.11","2,683.34","2,683.34","16,007,500,000"
11-Dec-17,"2,652.19","2,679.63","2,651.47","2,675.81","2,675.81","19,343,950,000"
4-Dec-17,"2,657.19","2,665.19","2,624.75","2,651.50","2,651.50","17,189,740,000"
27-Nov-17,"2,602.66","2,657.74","2,598.87","2,642.22","2,642.22","19,454,370,000"
20-Nov-17,"2,579.49","2,604.21","2,578.24","2,602.42","2,602.42","10,448,990,000"
13-Nov-17,"2,576.53","2,590.09","2,557.45","2,578.85","2,578.85","17,216,450,000"
6-Nov-17,"2,587.47","2,597.02","2,566.33","2,582.30","2,582.30","18,566,610,000"
30-Oct-17,"2,577.75","2,588.42","2,566.17","2,587.84","2,587.84","18,915,260,000"
23-Oct-17,"2,578.08","2,582.98","2,544.00","2,581.07","2,581.07","18,269,710,000"
16-Oct-17,"2,555.57","2,575.44","2,547.92","2,575.21","2,575.21","15,178,860,000"
9-Oct-17,"2,551.39","2,557.65","2,541.60","2,553.17","2,553.17","14,721,510,000"
2-Oct-17,"2,521.20","2,552.51","2,520.40","2,549.33","2,549.33","15,215,390,000"
25-Sep-17,"2,499.39","2,519.44","2,488.03","2,519.36","2,519.36","16,177,570,000"
18-Sep-17,"2,502.51","2,508.85","2,496.54","2,502.22","2,502.22","15,770,230,000"
11-Sep-17,"2,474.52","2,500.23","2,474.52","2,500.23","2,500.23","18,158,360,000"
4-Sep-17,"2,470.35","2,471.97","2,446.55","2,461.43","2,461.43","13,521,090,000"
28-Aug-17,"2,447.35","2,480.38","2,428.20","2,476.55","2,476.55","14,107,780,000"
21-Aug-17,"2,425.50","2,454.77","2,417.35","2,443.05","2,443.05","13,786,300,000"
14-Aug-17,"2,454.96","2,474.93","2,420.69","2,425.55","2,425.55","15,247,600,000"
7-Aug-17,"2,477.14","2,490.87","2,437.75","2,441.32","2,441.32","16,365,480,000"
31-Jul-17,"2,475.94","2,480.38","2,466.48","2,476.83","2,476.83","17,288,810,000"
24-Jul-17,"2,472.04","2,484.04","2,459.93","2,472.10","2,472.10","17,965,610,000"
17-Jul-17,"2,459.50","2,477.62","2,450.34","2,472.54","2,472.54","15,057,410,000"
10-Jul-17,"2,424.51","2,463.54","2,412.79","2,459.27","2,459.27","15,081,810,000"
3-Jul-17,"2,431.39","2,439.17","2,407.70","2,425.18","2,425.18","11,595,360,000"
26-Jun-17,"2,443.32","2,450.42","2,405.70","2,423.41","2,423.41","17,565,550,000"
19-Jun-17,"2,442.55","2,453.82","2,430.74","2,438.30","2,438.30","19,022,570,000"
12-Jun-17,"2,425.88","2,443.75","2,418.53","2,433.15","2,433.15","19,496,610,000"
5-Jun-17,"2,437.83","2,446.20","2,415.70","2,431.77","2,431.77","17,598,940,000"
29-May-17,"2,411.67","2,440.23","2,403.59","2,439.07","2,439.07","15,038,090,000"
22-May-17,"2,387.21","2,418.71","2,386.92","2,415.82","2,415.82","16,116,730,000"
15-May-17,"2,393.98","2,405.77","2,352.72","2,381.73","2,381.73","19,201,970,000"
8-May-17,"2,399.94","2,403.87","2,381.74","2,390.90","2,390.90","17,759,610,000"
1-May-17,"2,388.50","2,399.29","2,379.75","2,399.29","2,399.29","18,809,590,000"
24-Apr-17,"2,370.33","2,398.16","2,369.19","2,384.20","2,384.20","19,608,540,000"
17-Apr-17,"2,342.69","2,361.37","2,340.91","2,348.69","2,348.69","7,150,780,000"
*Close price adjusted for splits.**Adjusted close price adjusted for splits and dividend and/or capital gain distributions.,,,,,,
